tourney_id,tourney_name,tourney_spectators,year
2017-W-WITF-ITA-35A-2017/15/cordenons 15k,Cordenons 15K,3632,2017
2017-0692/C/tallahassee ch,Tallahassee CH,3631,2017
2017-W-WITF-TUN-35A-2017/15/hammamet $15k,Hammamet $15K,3629,2017
2017-W-WITF-CHN-15A-2017/25/naiman $25k,Naiman $25K,3627,2017
2017-W-WITF-SRI-01A-2017/15/colombo $15k,Colombo $15K,3626,2017
2017-W-WITF-AUS-04A-2017/25/mildura $25k,Mildura $25K,3620,2017
2017-7557/C/gatineau ch,Gatineau CH,3618,2017
2017-W-WITF-JPN-01A-2017/15/nishi tama $15k,Nishi Tama $15K,3615,2017
2017-0315/A/newport,Newport,3611,2017
2017-W-WITF-CHN-16A-2017/60/suzhou $60k,Suzhou $60K,3604,2017
2017-W-WITF-ESP-15A-2017/15/madrid $15k,Madrid $15K,3602,2017
2017-W-WITF-TUR-37A-2017/25/istanbul $25k,Istanbul $25K,3601,2017
2017-6626/C/yokohama ch,Yokohama CH,3600,2017
2017-W-WITF-GER-10A-2017/25/aschaffenburg $25k,Aschaffenburg $25K,3596,2017
2017-7697/C/san francisco ch,San Francisco CH,3596,2017
2017-0496/A/marseille,Marseille,3589,2017
2017-9028/C/manerbio ch,Manerbio CH,3586,2017
2017-W-WITF-USA-19A-2017/25/baton rouge la $25k,Baton Rouge LA $25K,3585,2017
2017-W-WITF-JPN-09B-2017/25/nanao $25k,Nanao $25K,3582,2017
2017-W-WITF-KOR-08A-2017/15/yeongwol $15k,Yeongwol $15K,3581,2017
2017-0444/C/bratislava ch,Bratislava CH,3580,2017
2017-W-WITF-GBR-06A-2017/15/edgbaston $15k,Edgbaston $15K,3579,2017
2017-W-WITF-TUR-02A-2017/15/antalya $15k,Antalya $15K,3579,2017
2017-W-WITF-GBR-16A-2017/25/shrewsbury $25k,Shrewsbury $25K,3577,2017
2017-7389/C/bogota ch,Bogota CH,3575,2017
2017-1796/C/saint brieuc ch,Saint Brieuc CH,3569,2017
2017-W-WITF-EGY-19A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3568,2017
2017-W-WITF-COL-02A-2017/15/cucuta $15k,Cucuta $15K,3565,2017
2017-W-WITF-TUR-29A-2017/15/antalya $15k,Antalya $15K,3562,2017
2017-7699/C/tempe ch,Tempe CH,3560,2017
2017-W-WITF-TUN-40A-2017/15/hammamet 15k,Hammamet 15K,3559,2017
2017-W-WITF-POL-07A-2017/25/zawada near opole $25k,Zawada Near Opole $25K,3558,2017
2017-W-WITF-UZB-04A-2017/25/fergana $25k,Fergana $25K,3558,2017
2017-W-WITF-RUS-05A-2017/15/moscow $15k,Moscow $15K,3557,2017
2017-W-WITF-TUN-14A-2017/15/hammamet $15k,Hammamet $15K,3555,2017
2017-W-WITF-USA-02A-2017/25/orlando fl $25k,Orlando FL $25K,3553,2017
2017-W-WITF-ESP-18B-2017/15/ribaroja de turia $15k,RibaRoja de Turia $15K,3553,2017
2017-1024/I/seoul,Seoul,3550,2017
2017-W-WITF-BEL-05A-2017/15/wanfercee baulet $15k,Wanfercee Baulet $15K,3547,2017
2017-W-WITF-CZE-05A-2017/15/ricany $15k,Ricany $15K,3547,2017
2017-W-WITF-FRA-07A-2017/15/le havre $15k,Le Havre $15K,3540,2017
2017-6809/C/meerbusch ch,Meerbusch CH,3540,2017
2017-1059/C/taipei,Taipei,3535,2017
2017-W-WITF-ITA-24A-2017/25/bagnatica $25k,Bagnatica $25K,3534,2017
2017-W-WITF-GER-11A-2017/25/horb $25k,Horb $25K,3534,2017
2017-W-WITF-TUR-31A-2017/15/antalya $15k,Antalya $15K,3533,2017
2017-W-WITF-ISR-02A-2017/15/tel aviv $15k,Tel Aviv $15K,3529,2017
2017-W-WITF-RUS-03A-2017/25/moscow $25k,Moscow $25K,3528,2017
2017-1097/I/budapest,Budapest,3527,2017
2017-W-WITF-GRE-07A-2017/15/heraklion $15k,Heraklion $15K,3523,2017
2017-W-WITF-SRB-02A-2017/15/prokuplje $15k,Prokuplje $15K,3520,2017
2017-W-WITF-USA-03A-2017/25/wesley chapel fl $25k,Wesley Chapel FL $25K,3513,2017
2017-W-WITF-FRA-10A-2017/15/dijon $15k,Dijon $15K,3513,2017
2017-W-WITF-EGY-34A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3504,2017
2017-W-WITF-EGY-04A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3503,2017
2017-W-WITF-POR-05A-2017/15/montemor o novo $15k,Montemor O Novo $15K,3500,2017
2017-W-WITF-LBN-01A-2017/15/jounieh $15k,Jounieh $15K,3499,2017
2017-3463/C/milan ch,Milan CH,3497,2017
2017-7586/C/canberra ch,Canberra CH,3494,2017
2017-W-WITF-FRA-13A-2017/100/marseille $100k,Marseille $100K,3491,2017
2017-W-WITF-POL-05A-2017/15/mragowo $15k,Mragowo $15K,3468,2017
2017-W-WITF-BEL-03A-2017/15/de haan $15k,De Haan $15K,3467,2017
2017-W-WITF-BEL-02A-2017/15/knokke $15k,Knokke $15K,3467,2017
2017-W-WITF-POR-03A-2017/15/oeiras $15k,Oeiras $15K,3465,2017
2017-W-WITF-TUR-08A-2017/15/antalya $15k,Antalya $15K,3464,2017
2017-W-WITF-THA-03A-2017/25/hua hin $25k,Hua Hin $25K,3464,2017
2017-W-WITF-USA-36A-2017/25/sumter sc $25k,Sumter SC $25K,3453,2017
2017-W-WITF-POR-06A-2017/25/figueira da foz $25k,Figueira Da Foz $25K,3453,2017
2017-7705/C/panama city ch,Panama City CH,3453,2017
2017-W-WITF-CHN-12A-2017/15/anning $15k,Anning $15K,3452,2017
2017-1048/I/bastad,Bastad,3451,2017
2017-W-WITF-MAR-03A-2017/15/agadir $15k,Agadir $15K,3450,2017
2017-7393/C/canberra ch,Canberra CH,3443,2017
2017-1607/C/banja luka ch,Banja Luka CH,3442,2017
2017-W-WITF-THA-02A-2017/15/hua hin $15k,Hua Hin $15K,3441,2017
2017-W-WITF-TUR-13A-2017/25/istanbul $25k,Istanbul $25K,3437,2017
2017-0603/C/fergana ch,Fergana CH,3434,2017
2017-W-WITF-GBR-14A-2017/15/wirral $15k,Wirral $15K,3433,2017
2017-7163/A/istanbul,Istanbul,3431,2017
2017-W-WITF-USA-22A-2017/60/stockton ca $60k,Stockton CA $60K,3430,2017
2017-W-WITF-ESP-09A-2017/60/barcelona $60k,Barcelona $60K,3424,2017
2017-W-WITF-TUR-27A-2017/15/istanbul $15k,Istanbul $15K,3420,2017
2017-7021/C/mestre ch,Mestre CH,3418,2017
2017-W-WITF-TUN-23A-2017/15/hammamet $15k,Hammamet $15K,3417,2017
2017-0341/A/metz,Metz,3416,2017
2017-3618/C/astana ch,Astana CH,3415,2017
2017-W-WITF-USA-30A-2017/80/albuquerque nm $80k,Albuquerque NM $80K,3415,2017
2017-W-WITF-TUR-15A-2017/15/antalya $15k,Antalya $15K,3414,2017
2017-0414/A/hamburg,Hamburg,3409,2017
2017-W-WITF-TUN-34A-2017/15/hammamet $15k,Hammamet $15K,3407,2017
2017-W-WITF-USA-14A-2017/60/charleston sc $60k,Charleston SC $60K,3406,2017
2017-0328/A/basel,Basel,3402,2017
2017-W-WITF-EGY-24A-2017/15/cairo $15k,Cairo $15K,3402,2017
2017-W-WITF-JPN-01B-2017/25/yokohama $25k,Yokohama $25K,3401,2017
2017-W-WITF-POL-02A-2017/25/torun $25k,Torun $25K,3397,2017
2017-W-WITF-EGY-08A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3397,2017
2017-W-WITF-GER-06A-2017/15/kaltenkirchen $15k,Kaltenkirchen $15K,3395,2017
2017-W-WITF-FRA-19A-2017/25/denain $25k,Denain $25K,3395,2017
2017-W-WITF-IND-01A-2017/15/gwalior $15k,Gwalior $15K,3395,2017
2017-W-WITF-EGY-21A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3393,2017
2017-W-WITF-CAN-05A-2017/25/gatineau $25k,Gatineau $25K,3393,2017
2017-W-WITF-TUR-39A-2017/15/antalya $15k,Antalya $15K,3393,2017
2017-W-WITF-TUN-11A-2017/15/hammamet $15k,Hammamet $15K,3392,2017
2017-1003/P/doha,Doha,3392,2017
2017-W-WITF-TUR-30A-2017/60/artvin $60k,Artvin $60K,3391,2017
2017-5069/C/bradenton ch,Bradenton CH,3389,2017
2017-W-WITF-GBR-09A-2017/100/manchester $100k,Manchester $100K,3388,2017
2017-W-WITF-THA-04A-2017/15/hua hin $15k,Hua Hin $15K,3388,2017
2017-W-WITF-HUN-09A-2017/15/szekesfehervar $15k,Szekesfehervar $15K,3387,2017
2017-W-WITF-GRE-03A-2017/15/heraklion $15k,Heraklion $15K,3386,2017
2017-W-WITF-EGY-32A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3383,2017
2017-W-WITF-EGY-25A-2017/15/cairo $15k,Cairo $15K,3383,2017
2017-W-WITF-POR-14A-2017/25/obidos $25k,Obidos $25K,3380,2017
2017-1099/I/zhengzhou,Zhengzhou,3377,2017
2017-0252/C/medellin ch,Medellin CH,3374,2017
2017-W-WITF-POR-09A-2017/15/cantanhede $15k,Cantanhede $15K,3366,2017
2017-W-WITF-JPN-05A-2017/60/fukuoka $60k,Fukuoka $60K,3360,2017
2017-7783/C/zhangjiagang ch,Zhangjiagang CH,3357,2017
2017-0500/A/halle,Halle,3356,2017
2017-M004/A/acapulco,Acapulco,3355,2017
2017-M004/I/acapulco,Acapulco,3355,2017
2017-W-WITF-LBN-02A-2017/15/jounieh $15k,Jounieh $15K,3352,2017
2017-W-WITF-ESP-11A-2017/15/don benito badajoz $15k,Don Benito Badajoz $15K,3352,2017
2017-3627/C/todi ch,Todi CH,3352,2017
2017-W-WITF-GBR-08A-2017/100/surbiton $100k,Surbiton $100K,3348,2017
2017-W-WITF-CHN-13A-2017/15/anning $15k,Anning $15K,3344,2017
2017-1079/I/bucharest,Bucharest,3343,2017
2017-W-WITF-USA-12A-2017/60/dothan al $60k,Dothan AL $60K,3342,2017
2017-W-WITF-POR-12A-2017/25/obidos $25k,Obidos $25K,3339,2017
2017-M015/A/beijing,Beijing,3336,2017
2017-M015/PM/beijing ,Beijing ,3336,2017
2017-6932/A/rio de janeiro,Rio de Janeiro,3334,2017
2017-W-WITF-SWE-04A-2017/15/stockholm $15k,Stockholm $15K,3326,2017
2017-W-WITF-POR-11A-2017/15/porto $15k,Porto $15K,3323,2017
2017-W-WITF-HUN-06A-2017/25/hodmezovasarhely $25k,Hodmezovasarhely $25K,3322,2017
2017-W-WITF-CHI-02A-2017/25/santiago $25k,Santiago $25K,3321,2017
2017-W-WITF-AUS-01A-2017/25/perth $25k,Perth $25K,3321,2017
2017-W-WITF-ESP-24A-2017/25/valencia $25k,Valencia $25K,3319,2017
2017-W-WITF-HKG-01A-2017/25/hong kong $25k,Hong Kong $25K,3317,2017
2017-W-WITF-TUN-06A-2017/15/hammamet $15k,Hammamet $15K,3315,2017
2017-W-WITF-BIH-01A-2017/15/banja luka $15k,Banja Luka $15K,3315,2017
2017-W-WITF-JPN-12A-2017/25/hamamatsu $25k,Hamamatsu $25K,3315,2017
2017-W-WITF-ITA-10A-2017/25/rome $25k,Rome $25K,3308,2017
2017-7073/C/cortina ch,Cortina CH,3306,2017
2017-W-WITF-NED-03A-2017/15/amstelveen $15k,Amstelveen $15K,3305,2017
2017-0558/C/prostejov ch,Prostejov CH,3304,2017
2017-7201/C/santo domingo ch,Santo Domingo CH,3302,2017
2017-7011/C/gimcheon ch,Gimcheon CH,3293,2017
2017-7746/C/jinan ch,Jinan CH,3292,2017
2017-W-WITF-NGR-01A-2017/25/lagos $25k,Lagos $25K,3292,2017
2017-W-WITF-ITA-01B-2017/15/bergamo $15k,Bergamo $15K,3287,2017
2017-3406/C/santiago ch,Santiago CH,3284,2017
2017-W-WITF-NOR-01A-2017/15/oslo $15k,Oslo $15K,3279,2017
2017-W-WITF-ITA-19A-2017/25/imola $25k,Imola $25K,3278,2017
2017-W-WITF-ITA-06A-2017/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,3277,2017
2017-W-WITF-CHN-18B-2017/100/shenzhen $100k,Shenzhen $100K,3277,2017
2017-0568/A/st. petersburg,St. Petersburg,3277,2017
2017-W-WITF-TUR-09A-2017/15/antalya $15k,Antalya $15K,3275,2017
2017-W-WITF-EGY-03A-2017/15/cairo $15k,Cairo $15K,3275,2017
2017-W-WITF-POR-02A-2017/15/obidos $15k,Obidos $15K,3274,2017
2017-W-WITF-TUN-12A-2017/15/hammamet $15k,Hammamet $15K,3266,2017
2017-W-WITF-BUL-01A-2017/25/sofia $25k,Sofia $25K,3263,2017
2017-W-WITF-TUR-19A-2017/15/antalya $15k,Antalya $15K,3262,2017
2017-W-WITF-KAZ-06A-2017/25/almaty $25k,Almaty $25K,3261,2017
2017-W-WITF-FRA-25A-2017/25/joue les tours $25k,Joue Les Tours $25K,3261,2017
2017-W-WITF-EGY-05A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3260,2017
2017-W-WITF-ESP-19A-2017/25/sant cugat $25k,Sant Cugat $25K,3259,2017
2017-3834/C/izmir ch,Izmir CH,3256,2017
2017-W-WITF-USA-31A-2017/25/lubbock tx $25k,Lubbock TX $25K,3256,2017
2017-W-WITF-GER-08A-2017/60/versmold $60k,Versmold $60K,3249,2017
2017-1743/C/recanati ch,Recanati CH,3249,2017
2017-0319/A/kitzbuhel,Kitzbuhel,3245,2017
2017-1074/I/hong kong,Hong Kong,3243,2017
2017-7100/C/pune ch,Pune CH,3241,2017
2017-W-WITF-MEX-01A-2017/25/irapuato $25k,Irapuato $25K,3240,2017
2017-7490/C/gwangju ch,Gwangju CH,3239,2017
2017-W-WITF-IND-07A-2017/15/indore $15k,Indore $15K,3236,2017
2017-M014/I/moscow,Moscow,3233,2017
2017-M014/A/moscow,Moscow,3233,2017
2017-W-WITF-FRA-11A-2017/100/cagnes sur mer $100k,Cagnes Sur Mer $100K,3232,2017
2017-7542/C/winnipeg ch,Winnipeg CH,3232,2017
2017-W-WITF-KAZ-02A-2017/15/almaty $15k,Almaty $15K,3231,2017
2017-W-WITF-ESP-04A-2017/15/palmanova mallorca $15k,Palmanova Mallorca $15K,3230,2017
2017-W-WITF-ESP-07A-2017/25/la bisbal $25k,La Bisbal $25K,3228,2017
2017-7740/C/nottingham ch,Nottingham CH,3226,2017
2017-W-WITF-CHI-01A-2017/15/santiago $15k,Santiago $15K,3222,2017
2017-W-WITF-ESP-20A-2017/15/vinaros $15k,Vinaros $15K,3222,2017
2017-W-WITF-CAN-02A-2017/15/victoria bc $15k,Victoria BC $15K,3218,2017
2017-W-WITF-ESP-22A-2017/15/castellon $15k,Castellon $15K,3218,2017
2017-W-WITF-TUN-19A-2017/15/hammamet $15k,Hammamet $15K,3216,2017
2017-W-WITF-JPN-08B-2017/25/kofu $25k,Kofu $25K,3215,2017
2017-W-WITF-USA-35A-2017/15/hilton head island sc $15k,Hilton Head Island SC $15K,3213,2017
2017-7290/A/estoril,Estoril,3212,2017
2017-0460/C/heilbronn ch,Heilbronn CH,3212,2017
2017-W-WITF-TUR-40A-2017/15/antalya $15k,Antalya $15K,3210,2017
2017-W-WITF-SWE-02A-2017/25/ystad $25k,Ystad $25K,3207,2017
2017-7083/C/istanbul ch,Istanbul CH,3206,2017
2017-0825/I/tashkent,Tashkent,3205,2017
2017-W-WITF-TUN-10A-2017/60/tunis $60k,Tunis $60K,3205,2017
2017-W-WITF-TUR-06A-2017/15/antalya $15k,Antalya $15K,3204,2017
2017-W-WITF-BUL-04A-2017/15/sozopol $15k,Sozopol $15K,3202,2017
2017-W-WITF-TUR-36A-2017/15/antalya $15k,Antalya $15K,3201,2017
2017-W-WITF-USA-01A-2017/25/daytona beach fl $25k,Daytona Beach FL $25K,3200,2017
2017-W-WITF-KAZ-01A-2017/15/almaty $15k,Almaty $15K,3197,2017
2017-W-WITF-TUR-38A-2017/15/antalya $15k,Antalya $15K,3195,2017
2017-W-WITF-POL-01A-2017/25/warsaw $25k,Warsaw $25K,3194,2017
2017-7480/A/los cabos,Los Cabos,3191,2017
2017-W-WITF-AUS-09A-2017/25/penrith $25k,Penrith $25K,3190,2017
2017-W-WITF-GBR-12A-2017/25/woking $25k,Woking $25K,3190,2017
2017-W-WITF-KAZ-02B-2017/15/shymkent $15k,Shymkent $15K,3189,2017
2017-W-WITF-THA-08A-2017/15/hua hin $15k,Hua Hin $15K,3185,2017
2017-W-WITF-TUR-23A-2017/15/istanbul $15k,Istanbul $15K,3184,2017
2017-W-WITF-ITA-01A-2017/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,3181,2017
2017-W-WITF-USA-24A-2017/25/fort worth tx $25k,Fort Worth TX $25K,3179,2017
2017-W-WITF-SRI-02A-2017/15/colombo $15k,Colombo $15K,3178,2017
2017-W-WITF-GBR-13A-2017/25/chiswick $25k,Chiswick $25K,3177,2017
2017-W-WITF-CHN-09A-2017/25/wuhan $25k,Wuhan $25K,3176,2017
2017-W-WITF-ITA-07A-2017/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,3172,2017
2017-1741/C/busan ch,Busan CH,3172,2017
2017-W-WITF-NED-04A-2017/15/oldenzaal $15k,Oldenzaal $15K,3171,2017
2017-W-WITF-RSA-03A-2017/15/stellenbosch $15k,Stellenbosch $15K,3167,2017
2017-W-WITF-CHN-08A-2017/25/qujing $25k,Qujing $25K,3165,2017
2017-7343/C/ningbo ch,Ningbo CH,3164,2017
2017-W-WITF-POR-01A-2017/15/obidos $15k,Obidos $15K,3158,2017
2017-W-WITF-GRE-05A-2017/15/heraklion $15k,Heraklion $15K,3156,2017
2017-W-WITF-GER-15A-2017/15/badenweiler $15k,Badenweiler $15K,3151,2017
2017-W-WITF-TUN-28A-2017/15/hammamet $15k,Hammamet $15K,3150,2017
2017-W-WITF-USA-09A-2017/25/jackson ms $25k,Jackson MS $25K,3148,2017
2017-W-WITF-HUN-01A-2017/15/gyor $15k,Gyor $15K,3147,2017
2017-W-WITF-HKG-05A-2017/15/hong kong 15k,Hong Kong 15K,3146,2017
2017-W-WITF-TUR-11A-2017/15/antalya $15k,Antalya $15K,3146,2017
2017-1052/P/birmingham,Birmingham,3142,2017
2017-W-WITF-HUN-08A-2017/25/balatonboglar $25k,Balatonboglar $25K,3140,2017
2017-9001/C/perugia ch,Perugia CH,3138,2017
2017-W-WITF-TUN-30A-2017/15/hammamet $15k,Hammamet $15K,3138,2017
2017-W-WITF-TUN-09A-2017/15/hammamet $15k,Hammamet $15K,3136,2017
2017-W-WITF-FRA-23A-2017/25/clermont ferrand $25k,Clermont Ferrand $25K,3131,2017
2017-1039/I/monterrey,Monterrey,3128,2017
2017-6055/C/charlottesville ch,Charlottesville CH,3127,2017
2017-W-WITF-EGY-37A-2017/15/cairo $15k,Cairo $15K,3125,2017
2017-0686/C/scheveningen ch,Scheveningen CH,3123,2017
2017-7793/C/ismaning ch,Ismaning CH,3120,2017
2017-W-WITF-FRA-18A-2017/60/saint malo $60k,Saint Malo $60K,3120,2017
2017-0363/C/knoxville ch,Knoxville CH,3119,2017
2017-W-WITF-KAZ-03A-2017/15/shymkent $15k,Shymkent $15K,3116,2017
2017-W-WITF-SWE-03A-2017/25/lund $25k,Lund $25K,3115,2017
2017-W-WITF-CAN-01A-2017/100/vancouver bc $100k,Vancouver BC $100K,3115,2017
2017-W-WITF-POL-04A-2017/15/mragowo $15k,Mragowo $15K,3107,2017
2017-9005/C/ilkley ch,Ilkley CH,3105,2017
2017-W-WITF-ITA-14A-2017/25/padova $25k,Padova $25K,3105,2017
2017-W-WITF-JPN-11A-2017/25/makinohara $25k,Makinohara $25K,3104,2017
2017-W-WITF-UKR-02A-2017/15/bucha $15k,Bucha $15K,3104,2017
2017-W-WITF-JPN-03A-2017/25/kashiwa $25k,Kashiwa $25K,3103,2017
2017-7774/C/vancouver ch,Vancouver CH,3100,2017
2017-0786/C/poznan ch,Poznan CH,3100,2017
2017-W-WITF-TUN-08A-2017/15/hammamet $15k,Hammamet $15K,3100,2017
2017-0499/A/delray beach,Delray Beach,3087,2017
2017-W-WITF-ITA-16A-2017/15/tarvisio $15k,Tarvisio $15K,3086,2017
2017-W-WITF-GRE-08A-2017/15/heraklion $15k,Heraklion $15K,3086,2017
2017-W-WITF-LUX-01A-2017/15/petange $15k,Petange $15K,3084,2017
2017-W-WITF-USA-32A-2017/60/templeton ca $60k,Templeton CA $60K,3084,2017
2017-W-WITF-TUR-21A-2017/15/antalya $15k,Antalya $15K,3083,2017
2017-W-WITF-RSA-02A-2017/15/stellenbosch $15k,Stellenbosch $15K,3083,2017
2017-7584/C/budapest ch,Budapest CH,3080,2017
2017-W-WITF-ISR-01A-2017/15/akko $15k,Akko $15K,3077,2017
2017-W-WITF-GER-13A-2017/25/leipzig $25k,Leipzig $25K,3076,2017
2017-7694/A/lyon,Lyon,3075,2017
2017-6967/A/shenzhen,Shenzhen,3073,2017
2017-W-WITF-JPN-13A-2017/60/toyota $60k,Toyota $60K,3071,2017
2017-0877/C/granby ch,Granby CH,3066,2017
2017-W-WITF-ITA-23A-2017/15/sezze $15k,Sezze $15K,3064,2017
2017-W-WITF-ITA-13A-2017/60/brescia $60k,Brescia $60K,3057,2017
2017-W-WITF-ITA-02A-2017/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,3054,2017
2017-W-WITF-CZE-09A-2017/15/milovice $15k,Milovice $15K,3054,2017
2017-3626/C/alphen aan den rijn ch,Alphen Aan Den Rijn CH,3053,2017
2017-W-WITF-TUR-04A-2017/15/antalya $15k,Antalya $15K,3053,2017
2017-W-WITF-FIN-01A-2017/15/tampere $15k,Tampere $15K,3052,2017
2017-7797/C/shenzhen ch,Shenzhen CH,3051,2017
2017-W-WITF-CHN-11A-2017/15/anning $15k,Anning $15K,3049,2017
2017-W-WITF-GBR-15A-2017/15/sunderland $15k,Sunderland $15K,3046,2017
2017-W-WITF-CHN-07A-2017/25/yuxi $25k,Yuxi $25K,3045,2017
2017-W-WITF-IRL-01A-2017/15/dublin $15k,Dublin $15K,3043,2017
2017-W-WITF-HUN-02A-2017/25/dunakeszi $25k,Dunakeszi $25K,3043,2017
2017-W-WITF-NGR-02A-2017/25/lagos $25k,Lagos $25K,3042,2017
2017-W-WITF-FRA-03A-2017/15/saint martin guadeloupe $15k,Saint Martin Guadeloupe $15K,3042,2017
2017-7540/C/bastad ch,Bastad CH,3039,2017
2017-W-WITF-KAZ-08A-2017/15/shymkent $15k,Shymkent $15K,3039,2017
2017-W-WITF-FRA-14A-2017/25/montpellier $25k,Montpellier $25K,3038,2017
2017-W-WITF-IND-06A-2017/25/navi mumbai 25k,Navi Mumbai 25K,3033,2017
2017-W-WITF-TUN-36A-2017/15/hammamet $15k,Hammamet $15K,3031,2017
2017-W-WITF-BRA-03A-2017/15/campinas $15k,Campinas $15K,3029,2017
2017-W-WITF-SUI-03A-2017/25/montreux $25k,Montreux $25K,3028,2017
2017-W-WITF-ESP-01A-2017/15/manacor mallorca $15k,Manacor Mallorca $15K,3025,2017
2017-W-WITF-AUS-02A-2017/25/perth $25k,Perth $25K,3017,2017
2017-W-WITF-USA-38A-2017/80/macon ga $80k,Macon GA $80K,3016,2017
2017-W-WITF-USA-29A-2017/60/las vegas nv $60k,Las Vegas NV $60K,3015,2017
2017-W-WITF-ESP-13A-2017/15/las palmas de gran canaria $15k,Las Palmas de Gran Canaria $15K,3013,2017
2017-7203/C/launceston ch,Launceston CH,3012,2017
2017-W-WITF-SRB-01A-2017/15/nis $15k,Nis $15K,3012,2017
2017-6204/C/ortisei ch,Ortisei CH,3012,2017
2017-W-WITF-ROU-10A-2017/25/mamaia $25k,Mamaia $25K,3011,2017
2017-W-WITF-HUN-03A-2017/60/hodmezovasarhely $60k,Hodmezovasarhely $60K,3005,2017
2017-W-WITF-ROU-08A-2017/15/arad $15k,Arad $15K,3003,2017
2017-W-WITF-TUN-24A-2017/15/hammamet $15k,Hammamet $15K,2997,2017
2017-7494/C/barletta ch,Barletta CH,2997,2017
2017-7182/C/happy valley ch,Happy Valley CH,2995,2017
2017-W-WITF-SWE-05A-2017/15/stockholm $15k,Stockholm $15K,2985,2017
2017-W-WITF-THA-14A-2017/15/nonthaburi $15k,Nonthaburi $15K,2981,2017
2017-W-WITF-TUN-32A-2017/15/hammamet $15k,Hammamet $15K,2977,2017
2017-W-WITF-EGY-16A-2017/15/cairo $15k,Cairo $15K,2974,2017
2017-1023/I/guangzhou,Guangzhou,2973,2017
2017-W-WITF-SEN-01A-2017/25/dakar $25k,Dakar $25K,2973,2017
2017-W-WITF-USA-28A-2017/25/redding ca $25k,Redding CA $25K,2970,2017
2017-0695/C/dallas ch,Dallas CH,2958,2017
2017-W-WITF-SWE-01A-2017/25/bastad $25k,Bastad $25K,2958,2017
2017-W-WITF-AUS-03A-2017/25/clare $25k,Clare $25K,2956,2017
2017-W-WITF-CHN-19A-2017/25/guiyang $25k,Guiyang $25K,2955,2017
2017-6708/C/lahaina ch,Lahaina CH,2953,2017
2017-0405/I/tokyo ,Tokyo ,2952,2017
2017-W-WITF-ARG-05A-2017/15/buenos aires $15k,Buenos Aires $15K,2952,2017
2017-W-WITF-EGY-33A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,2952,2017
2017-W-WITF-EGY-12A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,2950,2017
2017-7395/C/buenos aires ch,Buenos Aires CH,2950,2017
2017-W-WITF-ITA-25A-2017/15/trieste $15k,Trieste $15K,2948,2017
2017-W-WITF-TUR-32A-2017/15/antalya $15k,Antalya $15K,2946,2017
2017-W-WITF-CAN-07A-2017/60/saguenay $60k,Saguenay $60K,2946,2017
2017-W-WITF-ESP-18A-2017/25/seville $25k,Seville $25K,2946,2017
2017-W-WITF-EGY-26A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,2944,2017
2017-W-WITF-CZE-04A-2017/80/prague $80k,Prague $80K,2943,2017
2017-W-WITF-CAN-04A-2017/60/toronto $60k,Toronto $60K,2941,2017
2017-6284/C/guadalajara ch,Guadalajara CH,2938,2017
2017-W-WITF-SUI-05A-2017/15/sion $15k,Sion $15K,2934,2017
2017-5057/C/rome ch,Rome CH,2932,2017
2017-W-WITF-ITA-09A-2017/15/santa margherita di pula $15k,Santa Margherita Di Pula $15K,2927,2017
2017-W-WITF-IND-03A-2017/25/pune $25k,Pune $25K,2926,2017
2017-W-WITF-TUR-20A-2017/15/antalya $15k,Antalya $15K,2925,2017
2017-W-WITF-TUN-31A-2017/15/hammamet $15k,Hammamet $15K,2913,2017
2017-W-WITF-TUR-26A-2017/15/istanbul $15k,Istanbul $15K,2912,2017
2017-W-WITF-KOR-01A-2017/25/changwon $25k,Changwon $25K,2910,2017
2017-W-WITF-TUR-42A-2017/15/antalya $15k,Antalya $15K,2909,2017
2017-4042/C/toyota ch,Toyota CH,2909,2017
2017-W-WITF-JPN-07A-2017/25/karuizawa $25k,Karuizawa $25K,2907,2017
2017-0495/A/dubai,Dubai,2904,2017
2017-1096/I/taipei,Taipei,2903,2017
2017-W-WITF-EGY-31A-2017/15/sharm el sheikh $15k,Sharm El Sheikh $15K,2896,2017
2017-W-WITF-FRA-21A-2017/100/poitiers $100k,Poitiers $100K,2894,2017
2017-W-WITF-BEL-06A-2017/15/middelkerke $15k,Middelkerke $15K,2892,2017
2017-W-WITF-GER-07A-2017/60/hechingen $60k,Hechingen $60K,2892,2017
2017-W-WITF-GRE-04A-2017/15/heraklion $15k,Heraklion $15K,2890,2017
2017-2205/C/noumea ch,Noumea CH,2888,2017
2017-W-WITF-POL-03A-2017/15/mragowo $15k,Mragowo $15K,2888,2017
