tourney_id,tourney_name,tourney_spectators,year
2019-W-ITF-TUR-13A-2019/15/w15 antalya,W15 Antalya,3166,2019
2019-W-ITF-MEX-03A-2019/15/w15 cancun,W15 Cancun,3165,2019
2019-W-ITF-AUS-14A-2019/60/w60 playford,W60 Playford,3163,2019
2019-W-ITF-USA-16B-2019/15/w15 williamsburg va,W15 Williamsburg VA,3162,2019
2019-W-ITF-JPN-07A-2019/25/w25 kashiwa,W25 Kashiwa,3162,2019
2019-W-ITF-BIH-01A-2019/15/w15 banja luka,W15 Banja Luka,3158,2019
2019-W-ITF-JPN-08A-2019/25/w25 osaka,W25 Osaka,3157,2019
2019-W-ITF-CZE-09A-2019/25/w25 prague,W25 Prague,3156,2019
2019-W-ITF-CHN-01A-2019/15/w15 nanchang,W15 Nanchang,3156,2019
2019-W-ITF-POR-02A-2019/25/w25 obidos,W25 Obidos,3156,2019
2019-W-ITF-USA-28A-2019/25/w25 denver co,W25 Denver CO,3155,2019
2019-W-ITF-CHN-13A-2019/25/w25 tianjin,W25 Tianjin,3155,2019
2019-W-ITF-USA-06A-2019/15/w15 carson ca,W15 Carson CA,3154,2019
2019-W-ITF-POR-10A-2019/25/w25 corroios seixal,W25 Corroios Seixal,3152,2019
2019-W-ITF-HKG-01B-2019/25/w25 hong kong,W25 Hong Kong,3152,2019
2019-W-ITF-TUR-07A-2019/15/w15 antalya,W15 Antalya,3149,2019
2019-W-ITF-USA-27A-2019/15/w15 orlando fl,W15 Orlando FL,3145,2019
2019-W-ITF-MEX-17A-2019/15/w15 cancun,W15 Cancun,3145,2019
2019-W-ITF-TUR-05A-2019/15/w15 antalya,W15 Antalya,3143,2019
2019-W-ITF-TUN-22A-2019/15/w15 tabarka,W15 Tabarka,3143,2019
2019-W-ITF-CAN-04A-2019/25/w25 gatineau,W25 Gatineau,3141,2019
2019-W-ITF-ESP-06A-2019/60/w60 barcelona,W60 Barcelona,3141,2019
2019-7650/A/antalya,Antalya,3138,2019
2019-1050/I/hobart,Hobart,3137,2019
2019-W-ITF-TUN-12A-2019/15/w15 tabarka,W15 Tabarka,3134,2019
2019-W-ITF-FRA-16A-2019/80/w80 poitiers,W80 Poitiers,3131,2019
2019-W-ITF-EST-01A-2019/15/w15 parnu,W15 Parnu,3126,2019
2019-W-ITF-CHN-07A-2019/60/w60 luan,W60 Luan,3111,2019
2019-2003/C/bastad,Bastad,3105,2019
2019-W-ITF-CHN-19A-2019/60/w60 changsha,W60 Changsha,3103,2019
2019-W-ITF-ITA-14A-2019/25/w25 tarvisio,W25 Tarvisio,3101,2019
2019-W-ITF-USA-34A-2019/15/w15 lawrence ks,W15 Lawrence KS,3098,2019
2019-W-ITF-USA-50A-2019/25/w25 dallas tx,W25 Dallas TX,3085,2019
2019-W-ITF-TUN-48A-2019/15/w15 monastir,W15 Monastir,3084,2019
2019-1005/I/rabat,Rabat,3082,2019
2019-W-ITF-GBR-06A-2019/100/w100 manchester,W100 Manchester,3082,2019
2019-W-ITF-FRA-12A-2019/80/w80 cagnes sur mer,W80 Cagnes Sur Mer,3082,2019
2019-W-ITF-USA-48A-2019/25/w25 claremont ca,W25 Claremont CA,3081,2019
2019-W-ITF-TUN-26A-2019/15/w15 tabarka,W15 Tabarka,3077,2019
2019-W-ITF-FRA-14A-2019/25/w25 calvi,W25 Calvi,3071,2019
2019-1097/I/budapest,Budapest,3060,2019
2019-W-ITF-JPN-13A-2019/25/w25 tsukuba,W25 Tsukuba,3060,2019
2019-0499/A/delray beach,Delray Beach,3058,2019
2019-W-ITF-SWE-01A-2019/15/w15 gothenburg,W15 Gothenburg,3053,2019
2019-0308/A/munich,Munich,3053,2019
2019-W-ITF-TUR-16A-2019/15/w15 antalya,W15 Antalya,3052,2019
2019-W-ITF-ITA-28A-2019/15/w15 ortisei,W15 Ortisei,3049,2019
2019-1052/P/birmingham,Birmingham,3046,2019
2019-W-ITF-ITA-05A-2019/25/w25 santa margherita di pula,W25 Santa Margherita Di Pula,3045,2019
2019-W-ITF-JPN-04A-2019/25/w25 nishi tama,W25 Nishi Tama,3044,2019
2019-W-ITF-GER-07A-2019/15/w15 kaltenkirchen,W15 Kaltenkirchen,3038,2019
2019-W-ITF-GER-13A-2019/25/w25 leipzig,W25 Leipzig,3033,2019
2019-W-ITF-POL-03A-2019/25/w25 bytom,W25 Bytom,3032,2019
2019-W-ITF-USA-12A-2019/80/w80 dothan al,W80 Dothan AL,3030,2019
2019-W-ITF-POR-09A-2019/25/w25 figueira da foz,W25 Figueira Da Foz,3025,2019
2019-W-ITF-USA-30A-2019/25/w25 redding ca,W25 Redding CA,3022,2019
2019-W-ITF-FRA-08A-2019/15/w15 le havre,W15 Le Havre,3020,2019
2019-W-ITF-JPN-15A-2019/25/w25 kyoto,W25 Kyoto,3019,2019
2019-W-ITF-KAZ-04A-2019/15/w15 shymkent,W15 Shymkent,3014,2019
2019-7581/A/chengdu,Chengdu,3014,2019
2019-W-ITF-MEX-06A-2019/15/w15 cancun,W15 Cancun,3009,2019
2019-W-ITF-IND-04A-2019/25/w25 solapur,W25 Solapur,3008,2019
2019-W-ITF-UZB-03A-2019/25/w25 fergana,W25 Fergana,3008,2019
2019-W-ITF-USA-49A-2019/25/w25 waco tx,W25 Waco TX,3007,2019
2019-W-ITF-THA-11A-2019/25/w25 hua hin,W25 Hua Hin,3006,2019
2019-W-ITF-GER-02A-2019/25/w25 altenkirchen,W25 Altenkirchen,3005,2019
2019-W-ITF-ROU-02A-2019/15/w15 bucharest,W15 Bucharest,3002,2019
2019-W-ITF-EGY-10A-2019/15/w15 sharm el sheikh,W15 Sharm El Sheikh,2997,2019
2019-W-ITF-GER-05A-2019/60/w60 hechingen,W60 Hechingen,2997,2019
2019-W-ITF-ITA-04A-2019/25/w25 santa margherita di pula,W25 Santa Margherita Di Pula,2997,2019
2019-W-ITF-POL-04A-2019/25/w25 grodzisk mazowiecki,W25 Grodzisk Mazowiecki,2996,2019
2019-W-ITF-USA-23A-2019/60/w60 ashland ky,W60 Ashland KY,2995,2019
2019-1080/I/nottingham,Nottingham,2993,2019
2019-W-ITF-EGY-09A-2019/15/w15 sharm el sheikh,W15 Sharm El Sheikh,2993,2019
2019-W-ITF-POR-05A-2019/25/w25 obidos,W25 Obidos,2991,2019
2019-W-ITF-JPN-06A-2019/25/w25 kofu,W25 Kofu,2990,2019
2019-2004/C/karlsruhe,Karlsruhe,2990,2019
2019-W-ITF-TUN-51A-2019/15/w15 monastir,W15 Monastir,2989,2019
2019-1076/I/tianjin,Tianjin,2986,2019
2019-W-ITF-EGY-11A-2019/15/w15 sharm el sheikh,W15 Sharm El Sheikh,2984,2019
2019-W-ITF-PER-01A-2019/15/w15 lima,W15 Lima,2982,2019
2019-W-ITF-PER-02A-2019/15/w15 lima,W15 Lima,2979,2019
2019-7480/A/los cabos,Los Cabos,2978,2019
2019-W-ITF-SGP-04A-2019/25/w25 singapore,W25 Singapore,2977,2019
2019-0533/A/sao paulo,Sao Paulo,2974,2019
2019-W-ITF-CHN-16A-2019/25/w25 huangshan,W25 Huangshan,2968,2019
2019-W-ITF-HKG-02A-2019/25/w25 hong kong,W25 Hong Kong,2967,2019
2019-W-ITF-USA-32A-2019/60/w60 templeton ca,W60 Templeton CA,2966,2019
2019-W-ITF-AUS-13A-2019/60/w60 bendigo,W60 Bendigo,2957,2019
2019-W-ITF-POR-15A-2019/15/w15 lousada,W15 Lousada,2956,2019
2019-2010/I/new york,New York,2954,2019
2019-W-ITF-KEN-03A-2019/15/w15 nairobi,W15 Nairobi,2949,2019
2019-W-ITF-USA-47A-2019/15/w15 norman ok,W15 Norman OK,2946,2019
2019-W-ITF-RUS-06A-2019/15/w15 moscow,W15 Moscow,2944,2019
2019-W-ITF-MEX-18A-2019/15/w15 cancun,W15 Cancun,2941,2019
2019-W-ITF-POR-01A-2019/25/w25 obidos,W25 Obidos,2940,2019
2019-W-ITF-GEO-01A-2019/15/w15 tbilisi,W15 Tbilisi,2939,2019
2019-W-ITF-ITA-19A-2019/25/w25 bagnatica,W25 Bagnatica,2934,2019
2019-W-ITF-ESP-07A-2019/25/w25 monzon,W25 Monzon,2923,2019
2019-M014/I/moscow,Moscow,2923,2019
2019-M014/A/moscow,Moscow,2923,2019
2019-W-ITF-TUN-13A-2019/15/w15 tabarka,W15 Tabarka,2917,2019
2019-W-ITF-MEX-14A-2019/15/w15 cancun,W15 Cancun,2916,2019
2019-W-ITF-AUT-01B-2019/25/w25 st poelten,W25 St Poelten,2914,2019
2019-W-ITF-TUN-11A-2019/15/w15 tabarka,W15 Tabarka,2911,2019
2019-W-ITF-TUN-40A-2019/15/w15 tabarka,W15 Tabarka,2910,2019
2019-0315/A/newport,Newport,2909,2019
2019-0466/I/palermo,Palermo,2907,2019
2019-W-ITF-THA-10A-2019/15/w15 hua hin,W15 Hua Hin,2904,2019
2019-W-ITF-USA-42A-2019/80/w80 tyler tx,W80 Tyler TX,2896,2019
2019-W-ITF-ITA-03A-2019/25/w25 santa margherita di pula,W25 Santa Margherita Di Pula,2895,2019
2019-W-ITF-USA-31B-2019/60/w60 concord ma,W60 Concord MA,2889,2019
2019-9154/C/cleveland ch,Cleveland CH,2885,2019
2019-W-ITF-GBR-07A-2019/100/w100 ilkley,W100 Ilkley,2884,2019
2019-W-ITF-USA-16C-2019/15/w15 naples fl,W15 Naples FL,2882,2019
2019-W-ITF-POR-12A-2019/25/w25 porto,W25 Porto,2881,2019
2019-W-ITF-GBR-05A-2019/100/w100 surbiton,W100 Surbiton,2877,2019
2019-W-ITF-USA-13A-2019/80/w80 charlottesville va,W80 Charlottesville VA,2876,2019
2019-W-ITF-FRA-22A-2019/60/w60 nantes,W60 Nantes,2876,2019
2019-W-ITF-EST-02A-2019/15/w15 parnu,W15 Parnu,2874,2019
2019-W-ITF-AUT-01A-2019/25/w25 vienna,W25 Vienna,2871,2019
2019-W-ITF-CHN-09A-2019/25/w25 luzhou,W25 Luzhou,2864,2019
2019-W-ITF-LUX-01A-2019/25/w25 petange,W25 Petange,2862,2019
2019-W-ITF-NED-01A-2019/15/w15 alkmaar,W15 Alkmaar,2862,2019
2019-W-ITF-CHN-24A-2019/25/w25 nanning,W25 Nanning,2860,2019
2019-W-ITF-GBR-03A-2019/25/w25 bolton,W25 Bolton,2859,2019
2019-W-ITF-ARG-03A-2019/15/w15 buenos aires,W15 Buenos Aires,2859,2019
2019-W-ITF-EGY-16A-2019/15/w15 cairo,W15 Cairo,2859,2019
2019-W-ITF-EGY-02A-2019/15/w15 sharm el sheikh,W15 Sharm El Sheikh,2857,2019
2019-W-ITF-IND-05A-2019/25/w25 pune,W25 Pune,2857,2019
2019-W-ITF-JPN-03A-2019/25/w25 yokohama,W25 Yokohama,2857,2019
2019-7648/A/budapest,Budapest,2857,2019
2019-W-ITF-BOL-01A-2019/15/w15 santa cruz de la sierra,W15 Santa Cruz de la Sierra,2853,2019
2019-W-ITF-CHN-05A-2019/15/w15 xiamen,W15 Xiamen,2852,2019
2019-W-ITF-ITA-13A-2019/25/w25 padova,W25 Padova,2851,2019
2019-1056/I/osaka,Osaka,2850,2019
2019-W-ITF-TTO-02A-2019/15/w15 tacarigua,W15 Tacarigua,2847,2019
2019-W-ITF-USA-35A-2019/15/w15 lubbock tx,W15 Lubbock TX,2844,2019
2019-W-ITF-POR-08A-2019/15/w15 amarante,W15 Amarante,2839,2019
2019-W-ITF-TUN-25A-2019/15/w15 tabarka,W15 Tabarka,2836,2019
2019-W-ITF-POR-03A-2019/25/w25 palmela,W25 Palmela,2833,2019
2019-W-ITF-GER-06A-2019/25/w25 essen,W25 Essen,2830,2019
2019-W-ITF-USA-07A-2019/15/w15 arcadia ca,W15 Arcadia CA,2827,2019
2019-W-ITF-THA-09A-2019/15/w15 hua hin,W15 Hua Hin,2820,2019
2019-W-ITF-GRE-06A-2019/15/w15 heraklion,W15 Heraklion,2816,2019
2019-W-ITF-MEX-30A-2019/15/w15 cancun,W15 Cancun,2814,2019
2019-W-ITF-GEO-02A-2019/15/w15 batumi,W15 Batumi,2808,2019
2019-W-ITF-GEO-03A-2019/15/w15 telavi,W15 Telavi,2807,2019
2019-W-ITF-ESP-01A-2019/15/w15 manacor,W15 Manacor,2803,2019
2019-W-ITF-SUI-03A-2019/60/w60 montreux,W60 Montreux,2795,2019
2019-W-ITF-MEX-15A-2019/15/w15 cancun,W15 Cancun,2788,2019
2019-W-ITF-AUS-07A-2019/25/w25 canberra,W25 Canberra,2787,2019
2019-0301/A/auckland,Auckland,2784,2019
2019-W-ITF-CHI-02A-2019/15/w15 santiago,W15 Santiago,2774,2019
2019-W-ITF-TUR-21A-2019/15/w15 antalya,W15 Antalya,2773,2019
2019-W-ITF-TUR-06A-2019/15/w15 antalya,W15 Antalya,2771,2019
2019-0311/A/queen's club,Queen's Club,2768,2019
2019-W-ITF-TUR-22A-2019/15/w15 antalya,W15 Antalya,2768,2019
2019-W-ITF-GBR-09A-2019/25/w25 chiswick,W25 Chiswick,2766,2019
2019-W-ITF-ITA-18A-2019/15/w15 schio,W15 Schio,2760,2019
2019-W-ITF-MEX-07A-2019/15/w15 cancun,W15 Cancun,2757,2019
2019-W-ITF-ESP-14A-2019/25/w25 vitoria gasteiz,W25 Vitoria Gasteiz,2756,2019
2019-W-ITF-FRA-18A-2019/25/w25 perigueux,W25 Perigueux,2753,2019
2019-W-ITF-ARG-02A-2019/15/w15 buenos aires,W15 Buenos Aires,2751,2019
2019-W-ITF-FRA-09A-2019/60/w60 croissy beaubourg,W60 Croissy Beaubourg,2749,2019
2019-W-ITF-TUN-03A-2019/15/w15 monastir,W15 Monastir,2745,2019
2019-W-ITF-FRA-24A-2019/25/w25 clermont ferrand,W25 Clermont Ferrand,2743,2019
2019-W-ITF-POR-04A-2019/25/w25 obidos,W25 Obidos,2742,2019
2019-W-ITF-NED-03A-2019/15/w15 oldenzaal,W15 Oldenzaal,2740,2019
2019-0405/I/hiroshima,Hiroshima,2734,2019
2019-0328/A/basel,Basel,2733,2019
2019-W-ITF-PAR-02A-2019/60/w60 asuncion,W60 Asuncion,2724,2019
2019-1059/C/taipei,Taipei,2722,2019
2019-W-ITF-CZE-04A-2019/25/w25 olomouc,W25 Olomouc,2720,2019
2019-W-ITF-JPN-14A-2019/25/w25 nanao,W25 Nanao,2719,2019
2019-W-ITF-JPN-17A-2019/25/w25 hamamatsu,W25 Hamamatsu,2717,2019
2019-W-ITF-HUN-03A-2019/60/w60 szekesfehervar,W60 Szekesfehervar,2716,2019
2019-W-ITF-BRA-03A-2019/25/w25 campinas,W25 Campinas,2714,2019
2019-W-ITF-TUN-17A-2019/15/w15 tabarka,W15 Tabarka,2712,2019
2019-W-ITF-HUN-02A-2019/25/w25 baja,W25 Baja,2708,2019
2019-W-ITF-MEX-22A-2019/15/w15 cancun,W15 Cancun,2702,2019
2019-W-ITF-TUN-36A-2019/15/w15 tabarka,W15 Tabarka,2696,2019
2019-W-ITF-KAZ-03A-2019/15/w15 shymkent,W15 Shymkent,2693,2019
2019-W-ITF-POL-02A-2019/60/w60 warsaw,W60 Warsaw,2687,2019
2019-W-ITF-BRA-01A-2019/25/w25 sao paulo,W25 Sao Paulo,2681,2019
2019-W-ITF-ESP-15A-2019/25/w25 el espinar segovia,W25 El Espinar Segovia,2681,2019
2019-W-ITF-MEX-16A-2019/15/w15 cancun,W15 Cancun,2671,2019
2019-W-ITF-ITA-26A-2019/25/w25 santa margherita di pula,W25 Santa Margherita Di Pula,2664,2019
2019-1082/I/prague,Prague,2659,2019
2019-0360/A/marrakech,Marrakech,2657,2019
2019-W-ITF-COL-04A-2019/15/w15 bogota,W15 Bogota,2655,2019
2019-W-ITF-THA-12A-2019/25/w25 hua hin,W25 Hua Hin,2655,2019
2019-W-ITF-SWE-03A-2019/25/w25 ystad,W25 Ystad,2654,2019
2019-W-ITF-KAZ-07A-2019/15/w15 shymkent,W15 Shymkent,2654,2019
2019-0439/A/umag,Umag,2651,2019
2019-1079/I/bucharest,Bucharest,2646,2019
2019-W-ITF-ISR-06A-2019/25/w25 kiryat shmona,W25 Kiryat Shmona,2645,2019
2019-W-ITF-RUS-01B-2019/25/w25 penza,W25 Penza,2642,2019
2019-W-ITF-TUR-17A-2019/60/w60 istanbul,W60 Istanbul,2640,2019
2019-W-ITF-ESP-13A-2019/15/w15 madrid,W15 Madrid,2628,2019
2019-W-ITF-GBR-08A-2019/25/w25 woking,W25 Woking,2627,2019
2019-W-ITF-FRA-21A-2019/15/w15 les contamines montjoie,W15 Les Contamines Montjoie,2627,2019
2019-W-ITF-USA-22A-2019/25/w25 evansville in,W25 Evansville IN,2619,2019
2019-W-ITF-USA-40A-2019/25/w25 florence sc,W25 Florence SC,2608,2019
2019-W-ITF-MEX-19A-2019/15/w15 cancun,W15 Cancun,2595,2019
2019-W-ITF-CAN-06A-2019/60/w60 saguenay,W60 Saguenay,2595,2019
2019-W-ITF-JPN-05A-2019/25/w25 kofu,W25 Kofu,2591,2019
2019-W-ITF-CHN-04A-2019/60/w60 shenzhen,W60 Shenzhen,2588,2019
2019-W-ITF-GER-12A-2019/25/w25 bad saulgau,W25 Bad Saulgau,2578,2019
2019-W-ITF-TUR-14A-2019/15/w15 antalya,W15 Antalya,2575,2019
2019-W-ITF-TUN-08A-2019/15/w15 monastir,W15 Monastir,2573,2019
2019-W-ITF-TUR-15A-2019/15/w15 antalya,W15 Antalya,2573,2019
2019-W-ITF-ISR-03A-2019/25/w25 akko,W25 Akko,2569,2019
2019-W-ITF-INA-01A-2019/25/w25 jakarta,W25 Jakarta,2565,2019
2019-W-ITF-RSA-01A-2019/15/w15 johannesburg,W15 Johannesburg,2563,2019
2019-0495/A/dubai,Dubai,2559,2019
2019-W-ITF-SGP-03A-2019/25/w25 singapore,W25 Singapore,2555,2019
2019-2006/I/jurmala,Jurmala,2548,2019
2019-W-ITF-USA-41A-2019/80/w80 macon ga,W80 Macon GA,2546,2019
2019-W-ITF-ISR-05A-2019/60/w60 meitar,W60 Meitar,2537,2019
2019-W-ITF-THA-07A-2019/15/w15 hua hin,W15 Hua Hin,2533,2019
2019-0322/A/geneva,Geneva,2531,2019
2019-W-ITF-GUA-01A-2019/15/w15 guatemala,W15 Guatemala,2524,2019
2019-W-ITF-NGR-01A-2019/25/w25 lagos,W25 Lagos,2516,2019
2019-W-ITF-TUN-35A-2019/15/w15 tabarka,W15 Tabarka,2514,2019
2019-W-ITF-TUR-35A-2019/15/w15 antalya,W15 Antalya,2513,2019
2019-W-ITF-USA-04A-2019/25/w25 surprise az,W25 Surprise AZ,2507,2019
2019-W-ITF-CAN-02A-2019/100/w100 vancouver,W100 Vancouver,2506,2019
2019-W-ITF-JPN-16A-2019/25/w25 makinohara,W25 Makinohara,2501,2019
2019-W-ITF-USA-16A-2019/100/w100 bonita springs fl,W100 Bonita Springs FL,2501,2019
2019-W-ITF-TUN-29A-2019/15/w15 tabarka,W15 Tabarka,2495,2019
2019-W-ITF-AUS-05A-2019/15/w15 perth,W15 Perth,2483,2019
2019-W-ITF-AUS-08A-2019/25/w25 canberra,W25 Canberra,2481,2019
2019-W-ITF-CRO-02A-2019/60/w60 zagreb,W60 Zagreb,2477,2019
2019-M010/A/s hertogenbosch,s Hertogenbosch,2462,2019
2019-M010/I/s-hertogenbosch,S-Hertogenbosch,2462,2019
2019-W-ITF-ITA-11A-2019/60/w60 brescia,W60 Brescia,2457,2019
2019-W-ITF-KAZ-06A-2019/25/w25 almaty,W25 Almaty,2442,2019
2019-W-ITF-BRA-04A-2019/15/w15 sao paulo,W15 Sao Paulo,2416,2019
2019-W-ITF-TUR-02A-2019/15/w15 antalya,W15 Antalya,2413,2019
2019-W-ITF-MEX-09A-2019/15/w15 cancun,W15 Cancun,2392,2019
2019-6932/A/rio de janeiro,Rio de Janeiro,2392,2019
2019-W-ITF-MEX-21A-2019/15/w15 cancun,W15 Cancun,2384,2019
2019-W-ITF-THA-04A-2019/25/w25 nonthaburi,W25 Nonthaburi,2382,2019
2019-W-ITF-GBR-04A-2019/25/w25 sunderland,W25 Sunderland,2380,2019
2019-W-ITF-UKR-02A-2019/15/w15 bucha,W15 Bucha,2344,2019
2019-W-ITF-TUR-23A-2019/15/w15 antalya,W15 Antalya,2339,2019
2019-W-ITF-POR-14A-2019/15/w15 lousada,W15 Lousada,2331,2019
2019-W-ITF-ROU-03A-2019/15/w15 curtea de arges,W15 Curtea de Arges,2328,2019
2019-W-ITF-SWE-05A-2019/15/w15 stockholm,W15 Stockholm,2326,2019
2019-W-ITF-TUN-07A-2019/15/w15 monastir,W15 Monastir,2324,2019
2019-W-ITF-USA-01A-2019/25/w25 daytona beach fl,W25 Daytona Beach FL,2305,2019
2019-W-ITF-IND-01A-2019/25/w25 jodhpur,W25 Jodhpur,2298,2019
2019-W-ITF-ITA-22A-2019/25/w25 cordenons,W25 Cordenons,2294,2019
2019-1023/I/guangzhou,Guangzhou,2290,2019
2019-W-ITF-CHN-10A-2019/25/w25 shenzhen,W25 Shenzhen,2289,2019
2019-W-ITF-MEX-27A-2019/15/w15 cancun,W15 Cancun,2287,2019
2019-1068/I/nurnberg,Nurnberg,2287,2019
2019-W-ITF-KOR-01A-2019/25/w25 changwon,W25 Changwon,2284,2019
2019-W-ITF-ISR-02A-2019/25/w25 jerusalem,W25 Jerusalem,2282,2019
2019-W-ITF-TUR-36A-2019/15/w15 antalya,W15 Antalya,2278,2019
2019-W-ITF-ESP-02A-2019/15/w15 manacor,W15 Manacor,2273,2019
2019-W-ITF-CZE-10A-2019/25/w25 frydek mistek,W25 Frydek Mistek,2258,2019
2019-W-ITF-SUI-04A-2019/25/w25 verbier,W25 Verbier,2250,2019
2019-W-ITF-TUN-30A-2019/15/w15 tabarka,W15 Tabarka,2243,2019
2019-W-ITF-ESP-05A-2019/60/w60 la bisbal d'emporda,W60 La Bisbal D'Emporda,2242,2019
2019-W-ITF-GBR-02A-2019/60/w60 shrewsbury,W60 Shrewsbury,2220,2019
2019-W-ITF-JPN-18A-2019/100/w100 tokyo,W100 Tokyo,2215,2019
2019-W-ITF-ITA-08A-2019/15/w15 barletta,W15 Barletta,2213,2019
2019-W-ITF-GRE-09A-2019/15/w15 heraklion,W15 Heraklion,2211,2019
2019-W-ITF-TUN-02A-2019/15/w15 monastir,W15 Monastir,2199,2019
2019-W-ITF-USA-05A-2019/25/w25 rancho santa fe ca,W25 Rancho Santa Fe CA,2185,2019
2019-W-ITF-MEX-08A-2019/15/w15 cancun,W15 Cancun,2154,2019
2019-W-ITF-USA-52A-2019/15/w15 norman ok,W15 Norman OK,2153,2019
2019-W-ITF-EGY-07A-2019/15/w15 sharm el sheikh,W15 Sharm El Sheikh,2145,2019
2019-0316/A/bastad,Bastad,2119,2019
2019-W-ITF-TUR-03A-2019/15/w15 antalya,W15 Antalya,2103,2019
2019-0500/A/halle,Halle,2102,2019
2019-W-ITF-RUS-03A-2019/25/w25 kazan,W25 Kazan,2087,2019
2019-W-ITF-USA-51A-2019/25/w25 malibu ca,W25 Malibu CA,2082,2019
2019-0329/A/tokyo,Tokyo,2074,2019
2019-W-ITF-ITA-29A-2019/15/w15 solarino,W15 Solarino,2070,2019
2019-W-ITF-JPN-02A-2019/25/w25 osaka,W25 Osaka,2058,2019
2019-W-ITF-EGY-23A-2019/15/w15 sharm el sheikh,W15 Sharm El Sheikh,2045,2019
2019-W-ITF-HUN-06A-2019/25/w25 kaposvar,W25 Kaposvar,2031,2019
2019-W-ITF-TUR-01A-2019/15/w15 antalya,W15 Antalya,2022,2019
2019-W-ITF-ITA-01A-2019/25/w25 santa margherita di pula,W25 Santa Margherita Di Pula,2022,2019
2019-W-ITF-ESP-19A-2019/15/w15 ceuta,W15 Ceuta,2013,2019
2019-W-ITF-TUN-24A-2019/15/w15 tabarka,W15 Tabarka,2012,2019
2019-W-ITF-TUR-11A-2019/15/w15 antalya,W15 Antalya,1977,2019
2019-W-ITF-THA-05A-2019/15/w15 nonthaburi,W15 Nonthaburi,1954,2019
2019-W-ITF-AUS-12A-2019/25/w25 toowoomba,W25 Toowoomba,1930,2019
2019-W-ITF-INA-02A-2019/15/w15 jakarta,W15 Jakarta,1920,2019
2019-W-ITF-FRA-17A-2019/25/w25 montpellier,W25 Montpellier,1893,2019
2019-W-ITF-AUS-11A-2019/25/w25 brisbane,W25 Brisbane,1882,2019
2019-W-ITF-GRE-08A-2019/15/w15 heraklion,W15 Heraklion,1879,2019
2019-W-ITF-EGY-26A-2019/15/w15 sharm el sheikh,W15 Sharm El Sheikh,1865,2019
2019-W-ITF-MEX-24A-2019/15/w15 metepec,W15 Metepec,1827,2019
2019-W-ITF-FRA-05A-2019/25/w25 macon,W25 Macon,1819,2019
2019-W-ITF-POR-13A-2019/15/w15 santarem,W15 Santarem,1793,2019
2019-W-ITF-USA-19A-2019/15/w15 shreveport la,W15 Shreveport LA,1788,2019
2019-W-ITF-USA-46A-2019/25/w25 tucson az,W25 Tucson AZ,1777,2019
2019-W-ITF-ITA-21A-2019/25/w25 sezze,W25 Sezze,1691,2019
2019-W-ITF-CZE-03A-2019/60/w60 prague,W60 Prague,1664,2019
2019-W-ITF-GBR-01B-2019/25/w25 roehampton,W25 Roehampton,1658,2019
2019-W-ITF-TUN-09A-2019/15/w15 tabarka,W15 Tabarka,1655,2019
2019-W-ITF-EGY-18A-2019/15/w15 cairo,W15 Cairo,1622,2019
2019-W-ITF-ITA-30A-2019/15/w15 solarino,W15 Solarino,1550,2019
2019-0314/A/gstaad,Gstaad,1459,2019
2019-W-ITF-RUS-05A-2019/25/w25 moscow,W25 Moscow,1452,2019
2019-W-ITF-BOL-02A-2019/15/w15 la paz,W15 La Paz,1386,2019
2019-1081/F/zhuhai,Zhuhai,1273,2019
2019-0808/F/shenzhen finals,Shenzhen Finals,795,2019
2019-0605/F/tour finals,Tour Finals,640,2019
2019-W-FC-2019-WG-M-CZE-ROU-01/D/fed cup wg r1: cze vs rou,Fed Cup WG R1: CZE vs ROU,531,2019
2019-M-DC-2019-FLS-E-M-KAZ-NED-01/D/davis cup finals rr: kaz vs ned,Davis Cup Finals RR: KAZ vs NED,506,2019
2019-W-FC-2019-WG-PO-LAT-GER-01/D/fed cup wg r1: lat vs ger,Fed Cup WG R1: LAT vs GER,489,2019
2019-M-DC-2019-FLS-C-M-GER-CHI-01/D/davis cup finals rr: ger vs chi,Davis Cup Finals RR: GER vs CHI,487,2019
2019-M-DC-2019-G2-AM-M-MEX-PAR-01/D/davis cup g2 r1: mex vs par,Davis Cup G2 R1: MEX vs PAR,486,2019
2019-M-DC-2019-G2-AO-M-THA-PHI-01/D/davis cup g2 r1: tha vs phi,Davis Cup G2 R1: THA vs PHI,486,2019
2019-M-DC-2019-QLS-M-SUI-RUS-01/D/davis cup qls r1: sui vs rus,Davis Cup QLS R1: SUI vs RUS,483,2019
2019-M-DC-2019-FLS-D-M-BEL-COL-01/D/davis cup finals rr: bel vs col,Davis Cup Finals RR: BEL vs COL,482,2019
2019-M-DC-2019-FLS-M-AUS-CAN-01/D/davis cup finals qf: aus vs can,Davis Cup Finals QF: AUS vs CAN,479,2019
2019-M-DC-2019-QLS-M-JPN-CHN-01/D/davis cup qls r1: jpn vs chn,Davis Cup QLS R1: JPN vs CHN,475,2019
2019-M-DC-2019-G2-EPA-M-EGY-SLO-01/D/davis cup g2 r1: egy vs slo,Davis Cup G2 R1: EGY vs SLO,474,2019
2019-M-DC-2019-QLS-M-KAZ-POR-01/D/davis cup qls r1: kaz vs por,Davis Cup QLS R1: KAZ vs POR,474,2019
2019-M-DC-2019-G1-AM-M-ECU-VEN-01/D/davis cup g1 r1: ecu vs ven,Davis Cup G1 R1: ECU vs VEN,471,2019
